"Response","tweets"
"negative"," americanair 1491 den   gt  dfw  we don t want to be ticketed on a new flight  just refunded for our cancelled flighted flight "
"neutral"," united just played the most bizarre  safety  video i ve ever seen    http   t co hlm2oks6xl"
"negative"," usairways please help on hold 3 hours can t change flights i m stuck here"
"negative"," usairways i ve been on hold for 36 mins and counting cause you charged my credit card for bag but provided no receipt and said error  awful"
"negative","  americanair  2 3     i sat on the runway for 4 more hrs b4 takeoff  10 hrs late flight  4 30 am   pilot plainly stated it was a comp mech issue "
"negative"," virginamerica you d think paying an extra  100 bucks rt for luggage might afford you hiring an extra hand at  sfo  lame"
"negative"," southwestair having trouble reflight booking problems a cancelled flighted flight  no one picking up phones and your site isn t working "
"positive"," usairways excited that i ll be flying from syracuse to interview in dallas on friday for the fa position  this is a goal  amp  dream of mine "
"negative"," united you really should clean the food and coffee stains off of the area around the seats when new passengers come aboard  gross "
"negative"," southwestair swa helps the hotel industry  i always book flights a day before i need to be somewhere as swa consistent cancelled flights delays "
"neutral"," southwestair 8fkqw is the conf    thanks for the reply"
"negative"," americanair  dogbuckeye no  i was on hold for 4 1 2 hours   3 diff agents each w  different information  frustrating  kept getting txfd   "
"negative"," united wonder why people hate dealing with airlines   ridiculous and inflexible  policies    i need a phone number and a resolution   now "
"positive"," americanair thank you so much "
"neutral"," southwestair how long does it take for my rapid rewards points to be credited to my account "
"negative"," united she was at the service desk at gate 21  and helped us find a flight to get us to our dest  on time when our flight got cancelled flightled"
"positive"," americanair  beantownmatty sounds like a date "
"positive"," virginamerica just got on the 1pm in newark home to la  your folks at ewr are incredible  letsgohome"
"neutral","um wut     jetblue  our fleet s on fleek  http   t co m4uwcpxtxj   "
"neutral"," southwestair kids on a mission trip from lasalle stranded in orlando area   they can t get back to bos or pvd till wednesday "
"negative"," americanair thanks  now my carry on that you guys insisted be checked at the gate is missing  won t be here till late flight tomorrow morning "
"negative"," usairways  seriously  attendants go awol for 60 mins    now flight further delayed    don t lite a match either http   t co mt8splm02v"
"neutral"," usairways would love to combine aa and usair accts  unfortunately  one has my middle name  amp  one has middle initial  won t allow change"
"negative"," americanair  sarahzou translation  we don t reinvest our mammoth profits into the customer service experience   cause we don t care "
"positive"," southwestair thanks "
"negative"," usairways gate agents are now working with everyone to resolve connecting flight issues which is my concern"
"negative"," united i like delays less than you because i m the one on the plane  connect me with a voucher"
"negative"," usairways with such disrespect i cannot even begin to explain  he has an issue with women and he literally yelled at me and pulled me off"
"negative"," virginamerica you re the best   whenever i  begrudgingly  use any other airline i m delayed and late flight   "
"negative","  usairways trying to get a partner pnr  and have spent more than 1 hour on hold   i know its snowing somewhere  but this is awful"
"negative"," united calls to 800  resulted in 2hrs of hold time  amp  2day wait to check suspect code share fare  nothing investigated   my time wasted  2 2 "
"positive"," usairways thank you for resolving the issue  on direct flight to sfo from  united"
"negative"," southwestair been on hold for over an hour     not cool  you guys "
"neutral"," jetblue thanks  it s for next weekend though so my guess is it will only go higher "
"negative"," usairways holding 30  min and listening to your shitty ads on repeat for your credit make me hate your airline even more    delta is better"
"negative"," united thanks kp   what s going on w 4840 tonight   bad update online and phone  can t u give customers good info  not waste their time  "
